FCLT_CD,GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
S200700013,1,주차장,3060000,3           ,4118181     ,6,8070,6658,35,망우본동,"서울특별시 중랑구 양원역로6가길 19 (망우동, 중랑해모로아파트)",2,Y,12,37,36,02-2094-0720,중랑해모로아파트(지하주차장 1~2층),20070829,서울특별시 중랑구청,서울특별시 중랑구 망우동 578번지,㎡,127,3060125     
S198700004,1,체육관,3060000,3           ,3106008     ,6,1823,1504,25,망우본동,"서울특별시 중랑구 양원역로 50 (망우동, 송곡고등학교)",2,Y,21,37,36,02-2094-0720,송곡고등학교(지하 1층),19870101,서울특별시 중랑구청,서울특별시 중랑구 망우동 239번지 1호,㎡,127,3060125     
S202200005,1,주거시설,3060000,3           ,4118498     ,6,24507,20219,35,망우본동,"서울특별시 중랑구 용마산로136길 160(망우동, 신내역 금강펜테리움 센트럴파크)",2,Y,35,37,36,02-2094-0720,금강펜트리움 센트럴파크(지하 1~2층),20220704,서울특별시 중랑구청,서울특별시 중랑구 망우동 0 신내역 금강펜테리움 센트럴파크,㎡,127,3060125     
S202200007,1,주거시설,3060000,3           ,3106003     ,6,14089,11624,20,망우본동,"서울특별시 중랑구 봉화산로 301(망우동, 신내역 힐데스하임 참좋은아파트)",2,Y,35,37,36,02-2094-0720,힐데스하임 참좋은아파트(지하1~2층),20220704,서울특별시 중랑구청,서울특별시 중랑구 망우동 0 신내역 힐데스하임 참좋은아파트,㎡,127,3060125     
S202200006,1,주거시설,3060000,3           ,4118449     ,6,15615,12883,37,망우본동,"서울특별시 중랑구 양원역로10길 75(망우동, 양원 금호어울림 포레스트)",2,Y,26,37,36,02-2094-0720,금호어울림 포레스트(지하1~2층),20220704,서울특별시 중랑구청,서울특별시 중랑구 망우동 0 양원 금호어울림 포레스트,㎡,127,3060125     
S202200008,1,주거시설,3060000,3           ,4118449     ,6,14235,11744,31,망우본동,"서울특별시 중랑구 양원역로10길 47(망우동, 중랑숲 시티프라디움)",2,Y,26,37,36,02-2094-0720,엘스타시온(중랑숲 시티프라디움) 아파트(지하 1~2층),20220704,서울특별시 중랑구청,서울특별시 중랑구 망우동 620 중랑숲 시티프라디움,㎡,127,3060125     
S202200009,1,주차장,3060000,3           ,3005032     ,6,2132,1759,29,망우본동,"서울특별시 중랑구 망우로 504-10(망우동, 금호아파트)",2,Y,60,37,35,02-2094-0720,금호아파트(지하주차장 1~2층),20221108,서울특별시 중랑구청,서울특별시 중랑구 망우동 574 금호아파트,㎡,127,3060125     
S199000007,1,주차장,3060000,3           ,3005032     ,5,1528,1261,44,망우본동,"서울특별시 중랑구 망우로 390 (망우동, 동국빌딩)",2,Y,55,37,35,02-2094-0720,동국빌딩(지하주차장1~2층),19900101,서울특별시 중랑구청,서울특별시 중랑구 망우동 490번지 3호,㎡,127,3060125     
S199500003,1,주차장,3060000,3           ,3000001     ,4,1327,1095,47,중화2동,"서울특별시 중랑구 동일로 757 (중화동, 국민은행)",2,Y,53,37,35,02-2094-0720,국민은행중화지점(지하주차장1-2층),19950101,서울특별시 중랑구청,서울특별시 중랑구 중화동 301번지 29호,㎡,127,3060050     
S200700011,1,주차장,3060000,3           ,3005032     ,4,1318,1088,40,중화2동,"서울특별시 중랑구 망우로 223-8 (중화동, 미영리치타운102)",2,Y,42,37,35,02-2094-0720,미영리치타운아파트(지하주차장1-2층),20070829,서울특별시 중랑구청,서울특별시 중랑구 중화동 207번지 14호,㎡,127,3060050     
S199900002,1,기타,3320000,3           ,2006008     ,59,5281,4357,58,구포2동,"부산광역시 북구 백양대로 지하 1094 (구포동, 구명역)",2,Y,10,35,12,051-309-4640,구명지하철역 지하1층,19980609,부산광역시 북구청,부산광역시 북구 구포동 969번지 1호,㎡,128,3320024     
S199400002,1,주차장,3320000,3           ,2006008     ,59,8356,6894,38,구포2동,부산광역시 북구 백양대로 1003 (현대아파트),2,Y,43,35,11,051-309-4640,현대아파트 지하주차장 지하1층,19940228,부산광역시 북구청,부산광역시 북구 구포동 1103번지 2호,㎡,128,3320024     
E198500001,0,생활용수,3320000,2           ,4196105     ,59,0,150,56,구포2동,"부산광역시 북구 낙동북로663번길 55 (구포동, 가람중학교)",1,Y,15,35,12,051-309-4640,가람중학교,19851130,부산광역시 북구청,부산광역시 북구 구포동 1020번지 1호,톤/일,128,3320024     
E200500006,0,생활용수,3320000,3           ,4196220     ,59,0,60,40,구포2동,부산광역시 북구 백양대로1016번길 10 (삼정그린코아),1,Y,43,35,11,051-309-4640,삼정그린코아아파트,20051209,부산광역시 북구청,부산광역시 북구 구포동 1095번지 2호,톤/일,128,3320024     
S201900001,1,지하주차장,3320000,3           ,3006026     ,59,5419,4471,59,구포2동,"부산광역시 북구 낙동북로 692 (구포동, 해피투모로우)",2,Y,0,35,12,051-309-4640,해피투모로우아파트 지하주차장 지하1층,20190729,부산광역시 북구청,부산광역시 북구 구포동 972번지 54호,㎡,128,3320024     
S201900002,1,지하주차장,3320000,3           ,3006026     ,0,5644,4657,9,구포2동,"부산광역시 북구 낙동북로 737 (구포동, 유림노르웨이숲아파트)",2,Y,50,35,11,051-309-4640,유림노르웨이숲아파트(1차) 지하주차장 지하1층,20190729,부산광역시 북구청,부산광역시 북구 구포동 1293번지,㎡,129,3320024     
E201900003,0,생활용수,3320000,3           ,4196222     ,59,0,75,47,구포2동,부산광역시 북구 백양대로1016번다길 10 (구포동),1,Y,45,35,11,051-309-4640,민물수산,20191025,부산광역시 북구청,부산광역시 북구 구포동 896번지 34호,t(톤),128,3320024     
E201900004,0,생활용수,3320000,3           ,3006026     ,59,0,60,50,구포2동,부산광역시 북구 낙동북로 664 (구포동),1,Y,5,35,12,051-309-4640,김양일빌딩,20191025,부산광역시 북구청,부산광역시 북구 구포동 930번지 8호,t(톤),128,3320024     
S199600002,1,주차장,3320000,3           ,3132022     ,0,5882,4853,53,금곡동,"부산광역시 북구 효열로 134 (금곡동, 금곡8단지주공아파트)",2,Y,29,35,15,051-309-4180,금곡 8단지 주공 아파트 지하주차장 1층,19960506,부산광역시 북구청,부산광역시 북구 금곡동 810번지,㎡,129,3320026     
S199400011,1,주차장,3320000,3           ,4196066     ,0,929,767,47,금곡동,"부산광역시 북구 금곡대로470번길 33 (금곡동, 유림아파트)",2,Y,6,35,15,051-309-4180,유림아파트 지하주차장 1층,19940208,부산광역시 북구청,부산광역시 북구 금곡동 1425번지,㎡,129,3320026     
S199400006,1,주차장,3320000,3           ,4196396     ,1,9572,7897,19,금곡동,부산광역시 북구 효열로220번길 23 (금곡3단지주공아파트),2,Y,52,35,15,051-309-4180,금곡 3단지 주공 아파트 지하주차장 1층,19941229,부산광역시 북구청,부산광역시 북구 금곡동 57번지 1호,㎡,129,3320026     
E199700003,0,생활용수,3320000,2           ,4196068     ,0,0,185,55,금곡동,부산광역시 북구 금곡대로616번길 10-9 (금곡동),1,Y,36,35,15,051-309-4180,금곡주공2단지 209동,19970107,부산광역시 북구청,부산광역시 북구 금곡동 98번지 1호,톤/일,129,3320026     
S199500005,1,주차장,3320000,3           ,3132022     ,1,5593,4615,10,금곡동,"부산광역시 북구 효열로 265 (금곡동, 한솔아파트)",2,Y,1,35,16,051-309-4180,한솔아파트 지하주차장 1층,19950413,부산광역시 북구청,부산광역시 북구 금곡동 56번지 1호,㎡,129,3320026     
E201400001,0,식수,3320000,2           ,3132022     ,1,0,102,8,금곡동,부산광역시 북구 효열로 268 (금곡동),1,Y,4,35,16,051-309-4180,금곡주공1단지 금빛공원,20141127,부산광역시 북구청,부산광역시 북구 금곡동 53번지 1호,톤/일,129,3320026     
S199500004,1,주차장,3320000,3           ,3132022     ,0,4667,3851,54,금곡동,"부산광역시 북구 효열로 40 (금곡동, 금곡6단지주공아파트)",2,Y,59,35,14,051-309-4180,금곡 6단지 주공 아파트 지하주차장 1층,19950821,부산광역시 북구청,부산광역시 북구 금곡동 1110번지,㎡,129,3320026     
S199600001,1,주차장,3320000,3           ,4196067     ,0,5301,4374,47,금곡동,"부산광역시 북구 금곡대로550번길 23 (금곡동, 금곡7단지주공아파트)",2,Y,24,35,15,051-309-4180,금곡 7단지 주공아파트 지하주차장 1층,19960506,부산광역시 북구청,부산광역시 북구 금곡동 811번지,㎡,129,3320026     
E199600002,0,생활용수,3320000,4           ,3132022     ,0,0,60,51,금곡동,"부산광역시 북구 효열로 76 (금곡동, 금곡4단지주공아파트)",1,Y,11,35,15,051-309-4180,금곡주공4단지 404동,19961212,부산광역시 북구청,부산광역시 북구 금곡동 1108번지,톤/일,129,3320026     
E199800007,0,식수,3320000,4           ,3132022     ,0,0,30,53,금곡동,"부산광역시 북구 효열로 134 (금곡동, 금곡8단지주공아파트)",1,Y,29,35,15,051-309-4180,금곡주공8단지,19950515,부산광역시 북구청,부산광역시 북구 금곡동 810번지,톤/일,129,3320026     
E199400002,0,식수,3320000,4           ,4196066     ,0,0,80,47,금곡동,"부산광역시 북구 금곡대로470번길 33 (금곡동, 유림아파트)",1,Y,6,35,15,051-309-4180,금곡유림1차아파트,19920305,부산광역시 북구청,부산광역시 북구 금곡동 1425번지,톤/일,129,3320026     
E199700004,0,식수,3320000,4           ,4196396     ,1,0,79,19,금곡동,"부산광역시 북구 효열로220번길 23 (금곡동, 금곡3단지주공아파트)",1,Y,52,35,15,051-309-4180,금곡주공3단지 303동,19960816,부산광역시 북구청,부산광역시 북구 금곡동 57번지 1호,톤/일,129,3320026     
E200200001,0,생활용수,3320000,2           ,4196068     ,0,0,70,55,금곡동,"부산광역시 북구 금곡대로616번길 10-9 (금곡동, 금곡2단지주공아파트)",1,Y,36,35,15,051-309-4180,금곡주공2단지 207동,20021216,부산광역시 북구청,부산광역시 북구 금곡동 98번지 1호,톤/일,129,3320026     
E200400001,0,식수,3320000,2           ,4196067     ,0,0,70,47,금곡동,"부산광역시 북구 금곡대로550번길 23 (금곡동, 금곡7단지주공아파트)",1,Y,24,35,15,051-309-4180,금곡주공7단지 미래공원,20040128,부산광역시 북구청,부산광역시 북구 금곡동 811번지,톤/일,129,3320026     
S199400008,1,주차장,3320000,3           ,4196399     ,0,7373,6083,49,금곡동,"부산광역시 북구 효열로37번길 22 (금곡동, 금곡5단지주공아파트)",2,Y,58,35,14,051-309-4180,금곡 5단지 주공아파트 지하주차장 1층,19941105,부산광역시 북구청,부산광역시 북구 금곡동 1112번지 2호,㎡,129,3320026     
S199600003,1,주차장,3320000,3           ,3132022     ,0,5225,4311,50,금곡동,"부산광역시 북구 효열로 98 (금곡동, 주공아파트)",2,Y,18,35,15,051-309-4180,금곡 9단지 주공 아파트 지하주차장 1층,19960506,부산광역시 북구청,부산광역시 북구 금곡동 810번지,㎡,129,3320026     
S199400009,1,주차장,3320000,3           ,4196396     ,1,4287,3537,13,금곡동,"부산광역시 북구 효열로220번길 22 (금곡동, 금곡화목타운)",2,Y,47,35,15,051-309-4180,금곡화목타운 지하주차장 1층,19940201,부산광역시 북구청,부산광역시 북구 금곡동 97번지 10호,㎡,129,3320026     
S199400012,1,주차장,3320000,3           ,4196068     ,0,4026,3322,59,금곡동,"부산광역시 북구 금곡대로616번길 57 (금곡동, 유림아파트)",2,Y,47,35,15,051-309-4180,유림아파트 2차 지하주차장 1층,19940208,부산광역시 북구청,부산광역시 북구 금곡동 94번지 1호,㎡,129,3320026     
S199400013,1,주차장,3320000,3           ,3132022     ,1,3986,3289,4,금곡동,"부산광역시 북구 효열로 193 (금곡동, 유림아파트)",2,Y,43,35,15,051-309-4180,유림아파트(대건) 지하주차장 1층,19940208,부산광역시 북구청,부산광역시 북구 금곡동 96번지 1호,㎡,129,3320026     
E199600003,0,식수,3320000,4           ,4196068     ,0,0,50,59,금곡동,"부산광역시 북구 금곡대로616번길 57 (금곡동, 유림아파트)",1,Y,47,35,15,051-309-4180,금곡유림2차아파트,19930401,부산광역시 북구청,부산광역시 북구 금곡동 94번지 1호,톤/일,129,3320026     
E201600002,1,생활용수,3320000,3           ,2006008     ,59,0,70,36,구포2동,"부산광역시 북구 백양대로 1003 (구포동, 현대아파트)",1,Y,47,35,11,051-309-4640,현대아파트 수영장,20161124,부산광역시 북구청,부산광역시 북구 구포동 1103번지 2호,톤/일,128,3320024     
S199600005,1,지하주차장,3060000,3           ,4118027     ,5,973,803,26,면목본동,"서울특별시 중랑구 겸재로49길 18 (면목동, 신세대프라자)",2,Y,23,37,35,02-2094-0720,신세대프라자(지하주차장 2층),19960512,서울특별시 중랑구청,서울특별시 중랑구 면목동 100번지 31호,㎡,127,3060123     
S195800001,1,지하주차장,3060000,3           ,4118254     ,5,470,388,14,면목본동,"서울특별시 중랑구 면목로84길 8 (면목동, 뉴한두빌라)",2,Y,31,37,35,02-2094-0720,뉴한두빌라(지하주차장 1층),19970219,서울특별시 중랑구청,서울특별시 중랑구 면목동 226번지 1호,㎡,127,3060123     
S201000004,1,지하주차장,3060000,3           ,4118015     ,5,5176,4271,7,면목본동,"서울특별시 중랑구 겸재로29길 27 (면목동, 아남리치카운티아파트)",2,Y,24,37,35,02-2094-0720,면목아남리치카운티아파트(지하주차장 1층),20101102,서울특별시 중랑구청,서울특별시 중랑구 면목동 1505번지,㎡,127,3060123     
S200500006,1,지하주차장,3060000,3           ,3005027     ,5,1856,1532,15,면목본동,서울특별시 중랑구 면목로 397 (면목동),2,Y,15,37,35,02-2094-0720,면목본동주민센터(지하주차장 1~2층),20051116,서울특별시 중랑구청,서울특별시 중랑구 면목동 115번지 18호,㎡,127,3060123     
S199700007,1,기타,3060000,3           ,3005027     ,5,4989,4116,15,면목본동,"서울특별시 중랑구 면목로 지하 407 (면목동, 면목역)",2,Y,18,37,35,02-2094-0720,면목역(지하 1~3층),19970101,서울특별시 중랑구청,서울특별시 중랑구 면목동 282번지 6호,㎡,127,3060123     
S201000005,1,지하주차장,3060000,3           ,4118018     ,5,4958,4091,3,면목본동,"서울특별시 중랑구 겸재로30길 42 (면목동, 면목마젤란21아파트)",2,Y,14,37,35,02-2094-0720,면목마젤란21아파트(지하주차장 1층),20101102,서울특별시 중랑구청,서울특별시 중랑구 면목동 1531번지,㎡,127,3060123     
E199800004,0,생활용수,3060000,4           ,4118406     ,5,0,90,15,상봉1동,서울특별시 중랑구 상봉중앙로1길 12 (상봉동),1,Y,59,37,35,02-2094-1690,세광사우나,19980101,서울특별시 중랑구청,서울특별시 중랑구 상봉동 202번지 1호,t(톤),127,3060047     
E199800003,0,생활용수,3060000,1           ,,5,0,180,21,신내2동,,1,Y,50,37,36,02-2094-2420,신내근린공원,19981207,서울특별시 중랑구청,서울특별시 중랑구 신내동 652번지 신내근린공원,t(톤),127,3060058     
E200500008,0,식수,3881000,1           ,4355173     ,47,0,130,41,소사구 소사본동,"경기도 부천시 소사구 소사로125번길 36 (소사본동, 윗소사경로당)",1,Y,11,37,28,032-625-4010,소중 어린이공원,20050128,경기도 부천시 소사구청,경기도 부천시 소사구 소사본동 232번지 31호,t(톤),126,3881012     
E201800001,0,식수,3881000,2           ,,47,0,50,23,소사구 소사본동,,1,Y,26,37,28,032-625-5000,산새공원,20180410,경기도 부천시 소사구청,경기도 부천시 소사구 소사본동 산 74번지 4호,t(톤),126,3881012     
E198500012,0,식수,3871000,1           ,4352178     ,47,0,350,12,원미구 도당동,경기도 부천시 원미구 부천로366번길 19 (도당동),1,Y,0,37,31,032-625-7000,도당중 내,19851202,경기도 부천시 원미구청,경기도 부천시 원미구 도당동 36번지,t(톤),126,3871019     
E201800015,0,생활용수,3871000,4           ,,48,0,80,34,원미구 역곡1동,,1,Y,36,37,29,032-625-7000,경동타일,20181025,경기도 부천시 원미구청,경기도 부천시 원미구 역곡동 175번지 1호,t(톤),126,3871016     
S200000005,1,지하주차장,3340000,3           ,4202410     ,59,6400,5280,4,구평동,"부산광역시 사하구 을숙도대로709번길 31 (구평동, 구평1차자유아파트)",2,Y,15,35,5,051-220-4640,자유아파트 전체 동의 지하주차장 1~3층,20000104,부산광역시 사하구청,부산광역시 사하구 구평동 17번지,㎡,128,3340040     
E200300025,0,,3520000,3           ,3152022     ,39,0,65,7,옥련1동,인천광역시 연수구 인권로 17 (옥련동),1,N,8,37,25,032-749-7150,가빈호텔,20030101,인천광역시 연수구청,인천광역시 연수구 옥련동 539번지 3호,t(톤),126,3520050     
S200300026,1,주차장,3520000,3           ,4256043     ,38,8254,6810,43,옥련1동,"인천광역시 연수구 독배로40번길 18 (옥련동, 삼성아파트)",2,Y,26,37,25,032-749-7150,"삼성아파트 지하주차장 1,2층",20030101,인천광역시 연수구청,인천광역시 연수구 옥련동 634-1 삼성아파트,㎡,126,3520050     
S200900007,1,교통시설,3520000,3           ,2152005     ,39,3163,2610,41,송도1동,"인천광역시 연수구 송도국제대로 지하 66 (송도동, 캠퍼스타운역)",2,Y,17,37,23,032-749-7150,캠퍼스타운역 대합실 지하1층,20091231,인천광역시 연수구청,인천광역시 연수구 송도동 3번지 47호,㎡,126,3520093     
S199400005,1,지하주차장,4201000,3           ,4461002     ,54,7311,6032,46,포남2동,강원특별자치도 강릉시 하평길 37-0 (포남동),2,Y,15,37,46,,청송 아파트 지하주차장 1층,19940630,강원특별자치도 강릉시청,강원특별자치도 강릉시 포남동 1293번지 2호,㎡,128,4201052     
S201100003,1,주차장,3060000,3           ,4118176     ,6,3575,2950,23,망우본동,"서울특별시 중랑구 망우로76길 51 (망우동, 한울네 세창아파트)",2,Y,55,37,35,02-2094-0720,한울네세창아파트(지하주차장 1~2층),20110415,서울특별시 중랑구청,서울특별시 중랑구 망우동 579번지,㎡,127,3060125     
S200000006,1,주차장,3060000,3           ,3005032     ,6,18185,15004,10,망우본동,서울특별시 중랑구 망우로 455 (망우동),2,Y,2,37,36,02-2094-0720,금란교회(지하주차장 3~6층),20000101,서울특별시 중랑구청,서울특별시 중랑구 망우동 340번지 1호,㎡,127,3060125     
S200700014,1,주차장,3060000,3           ,3106008     ,6,7192,5934,32,망우본동,"서울특별시 중랑구 양원역로 18 (망우동, 금호어울림아파트)",2,Y,6,37,36,02-2094-0720,금호어울림아파트2차(지하주차장 1~2층),20070829,서울특별시 중랑구청,서울특별시 중랑구 망우동 580번지,㎡,127,3060125     
S201100002,1,주차장,3060000,3           ,4118475     ,6,4951,4085,7,망우본동,"서울특별시 중랑구 용마산로112가길 34 (망우동, 예성그린캐슬아파트)",2,Y,50,37,35,02-2094-0720,예성그린캐슬아파트(지하주차장 1층),20110415,서울특별시 중랑구청,서울특별시 중랑구 망우동 577번지,㎡,127,3060125     
E199900002,0,생활용수,4170000,1           ,,31,0,100,38,양평읍,,1,Y,8,37,29,031-770-2160,양평읍 도곡2리,19990716,경기도 양평군청,경기도 양평군 양평읍 도곡리 326번지 2호,t(톤),127,4170035     
E199900001,0,식수,4170000,1           ,4452256     ,31,0,100,25,양평읍,경기도 양평군 양평읍 중앙로343번길 50,1,Y,44,37,29,031-770-2160,양평읍 백안리,19990716,경기도 양평군청,경기도 양평군 양평읍 312번지 1호,t(톤),127,4170035     
E199700002,0,생활용수,4170000,1           ,,28,0,120,6,강상면,,1,Y,21,37,29,031-770-2160,강상면 병산4리,19971114,경기도 양평군청,경기도 양평군 강상면 병산리 480번지,t(톤),127,4170036     
E201700001,1,식수,4170000,3           ,3217016     ,42,0,176,11,양동면,경기도 양평군 양동면 양동로 756 (더스타휴골프컨트리클럽),1,Y,3,37,29,,더 스타휴CC 골프장,20170731,경기도 양평군청,경기도 양평군 양동면 143번지,t(톤),127,4170043     
E202000001,1,생활용수,4170000,4           ,4451787     ,31,0,500,57,개군면,"경기도 양평군 개군면 신내길7번길 55, 대명양평콘도미니엄",1,Y,8,37,28,,(주)소노문 양평지점,20200212,경기도 양평군청,경기도 양평군 개군면 공세리 389번지 7호 대명양평콘도미니엄,t(톤),127,4170046     
E202300001,1,식수,4170000,3           ,3217033     ,25,0,500,15,강하면,경기도 양평군 강하면 강남로 316,1,Y,4,37,30,,블룸비스타,20230223,경기도 양평군청,경기도 양평군 강하면 전수리 1235,t(톤),127,4170037     
E202300002,0,,4170000,3           ,4451814     ,27,0,190,38,옥천면,경기도 양평군 옥천면 신촌길 86,1,N,11,37,33,,게르마니아,20230223,경기도 양평군청,경기도 양평군 옥천면 신복리 331,t(톤),127,4170039     
S201000044,1,지하주차장,5130000,3           ,3313003     ,44,5614,4632,0,북부동,"경상북도 경산시 강변동로 278, 지하1층 (대평동)",2,Y,4,35,50,053-810-5030,조아아울렛(지하1층),20110103,경상북도 경산시청,경상북도 경산시 대평동 439-7,㎡,128,5130049     
S201300007,1,교통시설,5130000,3           ,3313081     ,45,11644,9607,8,북부동,"경상북도 경산시 대학로 지하270, 영남대역 지하1층 (대동)",2,Y,9,35,50,053-810-5030,영남대역(지하1층),20131023,경상북도 경산시청,경상북도 경산시 대동 201-1 영남대역,㎡,128,5130049     
E202200001,0,식수,5130000,1           ,3310032     ,50,0,100,10,와촌면,"경상북도 경산시 와촌면 금송로 416, 와촌면 행정복지센터, 와촌보건지소",1,Y,46,35,56,053-810-5030,와촌면민방위비상급수시설,20220624,경상북도 경산시청,"경상북도 경산시 와촌면 덕촌리 57-1 와촌면 행정복지센터, 와촌보건지소",t(톤),128,5130039     
S201000014,1,지하주차장,5130000,3           ,4739027     ,43,11111,9167,35,서부2동,경상북도 경산시 강변서로51길 49 (옥산동),2,Y,46,35,49,053-810-5030,옥산2지구공영주차장(지하주차장 1층),20230701,경상북도 경산시청,경상북도 경산시 옥산동 725번지 1호,㎡,128,5130099     
S201000019,1,지하주차장,5130000,3           ,3313020     ,49,4675,3857,18,진량읍,"경상북도 경산시 진량읍 금호강변로 830-3, 지하1층 (진량 휴먼시아)",2,Y,22,35,54,053-810-5030,진량휴먼시아(지하주차장 1층),20110103,경상북도 경산시청,경상북도 경산시 진량읍 부기리 715 진량 휴먼시아,㎡,128,5130038     
S201000021,1,지하주차장,5130000,3           ,4721501     ,49,3815,3148,14,진량읍,"경상북도 경산시 진량읍 봉황길 21, 지하1층 (경산3차삼주봉황타운)",2,Y,5,35,53,053-810-5030,삼주봉황3차아파트(지하주차장 1층),20110103,경상북도 경산시청,경상북도 경산시 진량읍 봉회리 62-16 경산3차삼주봉황타운,㎡,128,5130038     
S200100012,1,지하주차장,5130000,3           ,3305008     ,49,10046,8288,3,진량읍,"경상북도 경산시 진량읍 공단로 527, 지하1층 (경산 우방힐타운)",2,Y,44,35,52,053-810-5030,"우방힐타운(지하주차장 1층,2층)",20010508,경상북도 경산시청,경상북도 경산시 진량읍 신상리 868 경산 우방힐타운,㎡,128,5130038     
S201000041,1,"독서,전시",5130000,3           ,3313081     ,45,2081,1717,11,북부동,"경상북도 경산시 대학로 280, 영남대학교 지하1층 (대동)",2,Y,10,35,50,053-810-5030,영남대학교중앙도서관(지하1층),20110103,경상북도 경산시청,경상북도 경산시 대동 214-1 영남대학교,㎡,128,5130049     
S201000018,1,지하주차장,5130000,3           ,4739732     ,49,12163,10035,5,진량읍,"경상북도 경산시 진량읍 해든길 11, 지하1층 (보국웰리치경산)",2,Y,25,35,52,053-810-5030,"보국웰리치(지하주차장 1층,2층)",20110103,경상북도 경산시청,경상북도 경산시 진량읍 신상리 205-1 보국웰리치경산,㎡,128,5130038     
S201000023,1,지하주차장,5130000,3           ,3310032     ,49,2431,2006,59,와촌면,"경상북도 경산시 와촌면 금송로 325, 지하1층 (예다인아파트)",2,Y,19,35,56,053-810-5030,예다인아파트(지하주차장 1층),20110103,경상북도 경산시청,경상북도 경산시 와촌면 덕촌리 594-1 예다인아파트,㎡,128,5130039     
S201000046,1,지하주차장,5130000,3           ,3313040     ,45,25392,20949,14,동부동,"경상북도 경산시 삼풍로 13-7 (삼풍동, 태왕드림하이츠)",2,Y,20,35,49,053-810-5030,"태왕드림하이츠 아파트 (지하주차장 1층, 2층)",20110103,경상북도 경산시청,경상북도 경산시 삼풍동 500-1 태왕드림하이츠,㎡,128,5130050     
S201000059,1,지하주차장,5130000,3           ,3313062     ,44,641,529,31,중앙동,"경상북도 경산시 장산로 152, 지하1층 (삼북동, 경산삼북주공아파트)",2,Y,4,35,49,053-810-5030,"삼북주공아파트(106동,107동 지하1층 주차장)",20110103,경상북도 경산시청,경상북도 경산시 삼북동 27 경산삼북주공아파트,㎡,128,5130046     
S199500224,1,기타,3850000,3           ,3183003     ,57,244,202,35,동안구 부림동,"경기도 안양시 동안구 관평로 175 (관양동, 조선일보)",2,Y,34,37,23,031-8045-2900,조선일보 앞 지하보도 B1층,19930401,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1591번지 8호,㎡,126,3850018     
S199301022,1,기타,6510000,3           ,3349108     ,32,592,489,24,이도2동,"제주특별자치도 제주시 승천로 27, 108동 지하 1층 (이도이동, 영산홍주택)",2,Y,44,33,29,064-728-3750,영산홍주택 108동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 108동,㎡,126,6510047     
S199201015,1,지하주차장,6510000,3           ,4847005     ,32,444,367,7,이도2동,"제주특별자치도 제주시 가령로4길 24, 제주시노동복지회관 지하1층 (이도이동)",2,Y,52,33,29,064-728-3750,제주시노동복지회관(지하주차장 1층),19921231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1050 제주시노동복지회관(지하주차장 1층),㎡,126,6510047     
S199301024,1,지하주차장,6510000,3           ,3349184     ,31,512,423,51,이도2동,"제주특별자치도 제주시 중앙로 248, 아산빌딩 지하2층 (이도이동)",2,Y,52,33,29,064-728-3750,아산빌딩(지하주차장 2층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1185-9 아산빌딩(지하주차장 2층),㎡,126,6510047     
S199301025,1,지하주차장,6510000,3           ,3349184     ,31,476,393,51,이도2동,"제주특별자치도 제주시 중앙로 248, 아산빌딩 지하3층 (이도이동)",2,Y,52,33,29,064-728-3750,아산빌딩(지하주차장 3층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1185-9 아산빌딩(지하주차장 3층),㎡,126,6510047     
S199401017,1,기타,6510000,3           ,3349035     ,32,544,449,32,이도2동,"제주특별자치도 제주시 남광로 65, 104동 지하1층 (이도이동, 혜성무지개타운)",2,Y,44,33,29,064-728-3750,혜성무지개타운104동(지하 1층),19950201,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 104동,㎡,126,6510047     
S199401018,1,기타,6510000,3           ,3349035     ,32,408,337,32,이도2동,"제주특별자치도 제주시 남광로 65, 105동 지하1층 (이도이동, 혜성무지개타운)",2,Y,44,33,29,064-728-3750,혜성무지개타운105동(지하 1층),19950201,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 105동,㎡,126,6510047     
S199401020,1,기타,6510000,3           ,3349035     ,32,721,595,32,이도2동,"제주특별자치도 제주시 남광로 65, 107동 지하1층 (이도이동, 혜성무지개타운)",2,Y,44,33,29,064-728-3750,혜성무지개타운107동(지하 1층),19950201,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 107동,㎡,126,6510047     
